Name,Team,GP,,G,,A,,Pts,,+/-,,PIM,,Hits,,BkS,,FW,,FL,,FO%,,PPG,,PPA,,SHG,,SHA,,GW,,SOG,,Pct,
 Loui Eriksson,VAN,44,,9,,10,,19,,-9,,4,,6,,18,,0,,0,,N/A,,4,,2,,0,,1,,1,,87,,0.103,
 Jared Spurgeon,MIN,37,,5,,14,,19,,24,,14,,21,,76,,0,,0,,N/A,,0,,3,,0,,1,,2,,66,,0.076,
 Dmitry Orlov,WAS,42,,2,,17,,19,,16,,26,,67,,50,,0,,0,,N/A,,0,,3,,0,,0,,0,,65,,0.031,
 Radek Faksa,DAL,44,,5,,14,,19,,8,,27,,68,,45,,335,,380,,0.469,,0,,0,,0,,0,,0,,72,,0.069,
 Dustin Brown,LOS,41,,6,,13,,19,,-10,,12,,111,,17,,1,,2,,0.333,,3,,2,,1,,0,,1,,81,,0.074,
 P.A. Parenteau,NJD,42,,12,,7,,19,,-9,,31,,34,,4,,4,,12,,0.25,,4,,0,,0,,0,,2,,87,,0.138,
 Shayne Gostisbehere,PHI,42,,4,,15,,19,,-15,,20,,15,,51,,0,,0,,N/A,,1,,11,,0,,0,,1,,104,,0.038,
 Jimmy Vesey,NYR,43,,11,,8,,19,,-5,,13,,29,,18,,1,,5,,0.167,,4,,3,,0,,0,,3,,66,,0.167,
 Tomas Tatar,DET,43,,9,,10,,19,,-7,,18,,49,,14,,7,,4,,0.636,,0,,1,,0,,0,,1,,88,,0.102,
 Mark Letestu,EDM,42,,8,,11,,19,,-4,,13,,38,,18,,233,,233,,0.5,,4,,2,,2,,1,,4,,57,,0.14,
 Markus Granlund,VAN,44,,11,,8,,19,,-11,,10,,20,,4,,38,,58,,0.396,,2,,2,,0,,0,,2,,74,,0.149,
 Mark Giordano,CGY,46,,5,,14,,19,,7,,36,,43,,105,,0,,0,,N/A,,2,,8,,2,,1,,1,,92,,0.054,
 Ryan Hartman,CHI,40,,10,,9,,19,,9,,16,,65,,15,,8,,10,,0.444,,0,,0,,0,,0,,3,,86,,0.116,
 Zack Smith,OTT,39,,9,,9,,18,,6,,33,,66,,19,,159,,146,,0.521,,0,,0,,2,,0,,0,,77,,0.117,
 Elias Lindholm,CAR,33,,5,,13,,18,,-2,,6,,43,,32,,162,,149,,0.521,,0,,2,,0,,2,,0,,71,,0.07,
 Nick Bonino,PIT,42,,6,,12,,18,,-3,,10,,30,,51,,322,,333,,0.492,,1,,3,,1,,0,,0,,69,,0.087,
 Reilly Smith,FLA,43,,9,,9,,18,,-10,,8,,37,,20,,1,,1,,0.5,,6,,2,,1,,0,,3,,88,,0.102,
 Zach Hyman,TOR,41,,5,,13,,18,,4,,22,,60,,26,,10,,14,,0.417,,0,,0,,0,,0,,2,,92,,0.054,
 Brendan Gallagher,MON,39,,6,,12,,18,,3,,31,,35,,12,,23,,33,,0.411,,1,,1,,0,,0,,1,,112,,0.054,
 Devin Shore,DAL,44,,7,,11,,18,,3,,8,,22,,40,,173,,184,,0.485,,0,,3,,0,,0,,0,,61,,0.115,
 Mikko Rantanen,COL,36,,6,,12,,18,,-17,,8,,7,,21,,18,,10,,0.643,,3,,4,,0,,0,,0,,57,,0.105,
 Patrice Bergeron,BOS,43,,9,,9,,18,,4,,10,,33,,28,,564,,410,,0.579,,4,,2,,0,,0,,5,,161,,0.056,
 Sam Bennett,CGY,46,,9,,9,,18,,-9,,45,,82,,24,,197,,230,,0.461,,2,,0,,0,,1,,0,,75,,0.12,
 Antoine Roussel,DAL,40,,6,,12,,18,,4,,87,,52,,31,,7,,5,,0.583,,0,,3,,0,,0,,2,,49,,0.122,
 Jason Demers,FLA,45,,8,,10,,18,,-4,,39,,54,,53,,0,,0,,N/A,,0,,4,,0,,2,,1,,52,,0.154,
 Richard Panik,CHI,45,,10,,8,,18,,1,,12,,98,,23,,0,,5,,0,,2,,1,,0,,0,,2,,76,,0.132,
 Antoine Vermette,ANA,45,,7,,11,,18,,-3,,22,,36,,35,,502,,285,,0.638,,3,,3,,0,,0,,0,,61,,0.115,
 Derek Ryan,CAR,30,,8,,10,,18,,-3,,10,,16,,15,,153,,117,,0.567,,2,,4,,1,,0,,2,,38,,0.211,
 Matt Moulson,BUF,42,,9,,9,,18,,-1,,4,,23,,12,,0,,0,,N/A,,7,,5,,0,,0,,1,,78,,0.115,
 Matt Niskanen,WAS,41,,2,,16,,18,,12,,14,,63,,56,,0,,0,,N/A,,1,,1,,0,,1,,1,,78,,0.026,
 Bryan Rust,PIT,39,,10,,7,,17,,-1,,8,,65,,20,,1,,3,,0.25,,0,,0,,0,,1,,1,,70,,0.143,
 Brady Skjei,NYR,43,,1,,16,,17,,4,,26,,76,,39,,0,,1,,0,,0,,3,,0,,0,,0,,55,,0.018,
 Colin Wilson,NAS,38,,6,,11,,17,,1,,12,,23,,16,,5,,9,,0.357,,3,,0,,0,,0,,0,,64,,0.094,
 Troy Brouwer,CGY,38,,8,,9,,17,,-9,,18,,82,,24,,13,,29,,0.31,,3,,5,,1,,1,,1,,46,,0.174,
 Jason Pominville,MIN,41,,5,,12,,17,,1,,2,,30,,27,,17,,20,,0.459,,0,,2,,0,,0,,0,,82,,0.061,
 Vladislav Namestnikov,TAM,40,,5,,12,,17,,-6,,19,,33,,16,,90,,109,,0.452,,3,,3,,0,,0,,0,,64,,0.078,
 Matt Cullen,PIT,42,,8,,9,,17,,4,,16,,21,,14,,271,,248,,0.522,,1,,2,,1,,0,,1,,42,,0.19,
 Mark Streit,PHI,32,,5,,12,,17,,-8,,14,,16,,33,,0,,0,,N/A,,1,,6,,0,,0,,1,,61,,0.082,
 Carl Hagelin,PIT,42,,5,,12,,17,,8,,8,,41,,14,,3,,2,,0.6,,0,,0,,0,,1,,1,,91,,0.055,
 Dion Phaneuf,OTT,41,,6,,11,,17,,-5,,51,,74,,86,,0,,0,,N/A,,3,,5,,0,,0,,1,,90,,0.067,
 Josh Anderson,COB,42,,10,,7,,17,,10,,50,,73,,23,,6,,18,,0.25,,0,,0,,0,,0,,2,,67,,0.149,
 Chris Kunitz,PIT,36,,4,,13,,17,,9,,26,,108,,10,,3,,6,,0.333,,0,,3,,0,,0,,3,,67,,0.06,
 P.K. Subban,NAS,29,,7,,10,,17,,-11,,25,,26,,43,,0,,0,,N/A,,3,,4,,0,,0,,2,,80,,0.088,
 Bryan Little,WPG,23,,7,,10,,17,,2,,6,,9,,6,,251,,194,,0.564,,2,,1,,0,,0,,1,,52,,0.135,
 Jay Beagle,WAS,42,,8,,9,,17,,13,,10,,29,,26,,338,,231,,0.594,,0,,0,,1,,2,,3,,59,,0.136,
 Morgan Rielly,TOR,41,,1,,16,,17,,-5,,13,,19,,70,,0,,0,,N/A,,1,,2,,0,,0,,0,,91,,0.011,
 Sami Vatanen,ANA,42,,2,,15,,17,,6,,14,,46,,84,,0,,0,,N/A,,2,,9,,0,,0,,0,,58,,0.034,
 Dylan Larkin,DET,43,,11,,5,,16,,-17,,17,,25,,13,,93,,117,,0.443,,3,,0,,0,,0,,1,,114,,0.096,
 Nic Dowd,LOS,39,,4,,12,,16,,-11,,10,,87,,22,,208,,222,,0.484,,1,,6,,0,,0,,2,,50,,0.08,
 Tobias Rieder,ARI,40,,8,,8,,16,,-7,,4,,13,,17,,3,,4,,0.429,,2,,2,,0,,1,,0,,83,,0.096,
 Bobby Ryan,OTT,35,,8,,8,,16,,-3,,10,,53,,22,,2,,3,,0.4,,2,,2,,0,,0,,0,,58,,0.138,
 Oscar Klefbom,EDM,45,,7,,9,,16,,-6,,0,,24,,70,,0,,0,,N/A,,1,,4,,0,,0,,2,,113,,0.062,
 Nikita Zaitsev,TOR,41,,1,,15,,16,,-5,,16,,90,,64,,0,,0,,N/A,,0,,4,,0,,0,,0,,56,,0.018,
 Jaccob Slavin,CAR,43,,1,,15,,16,,12,,6,,17,,90,,0,,0,,N/A,,0,,4,,0,,1,,0,,60,,0.017,
 Mattias Ekholm,NAS,43,,2,,14,,16,,2,,22,,31,,69,,0,,0,,N/A,,0,,3,,0,,1,,0,,61,,0.033,
 Evander Kane,BUF,31,,11,,5,,16,,-9,,55,,53,,14,,35,,41,,0.461,,1,,3,,0,,0,,2,,97,,0.113,
 Matt Stajan,CGY,46,,4,,12,,16,,7,,16,,37,,29,,228,,215,,0.515,,0,,0,,0,,2,,2,,38,,0.105,
 Brandon Dubinsky,COB,40,,3,,13,,16,,4,,31,,114,,27,,371,,364,,0.505,,0,,3,,0,,0,,2,,53,,0.057,
 Nathan Beaulieu,MON,38,,2,,14,,16,,11,,25,,42,,66,,0,,0,,N/A,,0,,7,,0,,0,,1,,65,,0.031,
 Max Domi,ARI,26,,5,,11,,16,,-5,,22,,18,,11,,3,,4,,0.429,,1,,3,,0,,0,,1,,58,,0.086,
 Andre Burakovsky,WAS,39,,5,,11,,16,,3,,10,,22,,18,,0,,2,,0,,0,,1,,0,,0,,0,,65,,0.077,
 Alexandre Burrows,VAN,38,,7,,9,,16,,2,,33,,27,,8,,0,,4,,0,,0,,0,,0,,1,,0,,77,,0.091,
 T.J. Brodie,CGY,46,,3,,13,,16,,-17,,12,,17,,66,,0,,0,,N/A,,1,,5,,1,,1,,0,,44,,0.068,
 Martin Hanzal,ARI,36,,9,,6,,15,,-17,,37,,77,,26,,395,,336,,0.54,,3,,3,,0,,0,,1,,81,,0.111,
 Brayden Point,TAM,36,,3,,12,,15,,-5,,10,,16,,11,,46,,38,,0.548,,3,,4,,0,,0,,0,,65,,0.046,
 Jonas Brodin,MIN,41,,3,,12,,15,,2,,16,,15,,64,,0,,0,,N/A,,2,,2,,0,,0,,2,,55,,0.055,
 Jesper Fast,NYR,44,,3,,12,,15,,11,,16,,64,,23,,9,,16,,0.36,,0,,0,,0,,0,,0,,38,,0.079,
 Lauri Korpikoski,DAL,43,,6,,9,,15,,4,,10,,23,,22,,0,,5,,0,,0,,0,,0,,1,,0,,77,,0.078,
 Andrew Shaw,MON,30,,6,,9,,15,,12,,80,,75,,13,,117,,93,,0.557,,1,,2,,0,,0,,0,,59,,0.102,
 Noah Hanifin,CAR,43,,2,,13,,15,,-7,,22,,27,,33,,0,,0,,N/A,,2,,5,,0,,0,,0,,61,,0.033,
 Patrik Berglund,STL,43,,8,,7,,15,,-6,,20,,87,,22,,279,,260,,0.518,,1,,1,,0,,0,,1,,71,,0.113,
 Brandon Pirri,NYR,42,,7,,8,,15,,-4,,17,,23,,11,,98,,79,,0.554,,5,,4,,0,,0,,3,,66,,0.106,
 Nick Ritchie,ANA,43,,10,,5,,15,,0,,26,,148,,11,,2,,3,,0.4,,1,,0,,0,,0,,2,,81,,0.123,
 Jack Eichel,BUF,21,,8,,7,,15,,-2,,4,,14,,16,,104,,150,,0.409,,4,,3,,0,,0,,2,,78,,0.103,
 Ryan Ellis,NAS,35,,5,,10,,15,,5,,23,,40,,68,,0,,0,,N/A,,0,,4,,0,,1,,2,,51,,0.098,
 Marcus Foligno,BUF,42,,8,,7,,15,,3,,44,,135,,38,,1,,2,,0.333,,0,,0,,0,,0,,0,,58,,0.138,
 Cal Clutterbuck,NYI,40,,3,,12,,15,,5,,16,,137,,15,,2,,2,,0.5,,0,,1,,0,,0,,1,,70,,0.043,
 Mika Zibanejad,NYR,19,,5,,10,,15,,1,,6,,6,,10,,183,,158,,0.537,,0,,5,,0,,0,,0,,47,,0.106,
 Ian Cole,PIT,42,,2,,13,,15,,16,,44,,91,,95,,0,,0,,N/A,,0,,1,,0,,0,,0,,46,,0.043,
 Paul Martin,SAN,42,,3,,12,,15,,10,,12,,23,,66,,0,,0,,N/A,,0,,0,,0,,0,,1,,26,,0.115,
 Casey Cizikas,NYI,35,,4,,11,,15,,8,,20,,87,,39,,264,,277,,0.488,,0,,1,,0,,0,,1,,45,,0.089,
 Jake Muzzin,LOS,43,,6,,8,,14,,-9,,28,,83,,62,,0,,0,,N/A,,3,,1,,0,,0,,0,,90,,0.067,
 Brett Ritchie,DAL,44,,9,,5,,14,,7,,21,,79,,12,,1,,0,,1,,1,,0,,0,,0,,0,,98,,0.092,
 William Karlsson,COB,42,,6,,8,,14,,10,,2,,17,,10,,245,,295,,0.454,,1,,0,,0,,1,,3,,60,,0.1,
 Ryan Strome,NYI,38,,6,,8,,14,,-5,,25,,27,,11,,99,,137,,0.419,,1,,3,,0,,0,,1,,70,,0.086,
 Johnny Boychuk,NYI,39,,5,,9,,14,,0,,17,,86,,86,,1,,0,,1,,1,,1,,1,,0,,1,,86,,0.058,
 Joel Ward,SAN,41,,3,,11,,14,,1,,12,,38,,27,,116,,119,,0.494,,0,,0,,1,,0,,1,,53,,0.057,
 Artturi Lehkonen,MON,35,,10,,4,,14,,4,,6,,28,,12,,0,,0,,N/A,,2,,2,,0,,0,,1,,72,,0.139,
 Joonas Donskoi,SAN,41,,6,,8,,14,,-1,,8,,17,,20,,6,,5,,0.545,,1,,3,,0,,0,,0,,77,,0.078,
 Jason Chimera,NYI,41,,7,,7,,14,,-4,,22,,71,,19,,9,,14,,0.391,,0,,0,,0,,0,,0,,56,,0.125,
 Jacob Trouba,WPG,31,,2,,12,,14,,-1,,22,,49,,61,,0,,0,,N/A,,0,,0,,0,,1,,0,,66,,0.03,
 Jean-Gabriel Pageau,OTT,41,,4,,10,,14,,6,,6,,81,,35,,232,,188,,0.552,,0,,0,,0,,0,,1,,77,,0.052,
 Jordan Martinook,ARI,39,,6,,8,,14,,-2,,16,,31,,36,,236,,293,,0.446,,1,,0,,0,,1,,0,,63,,0.095,
 Andreas Athanasiou,DET,28,,9,,5,,14,,2,,9,,10,,6,,27,,33,,0.45,,0,,0,,0,,0,,1,,56,,0.161,
 Leo Komarov,TOR,41,,7,,7,,14,,3,,19,,136,,28,,52,,59,,0.468,,2,,2,,1,,0,,1,,52,,0.135,
 Craig Smith,NAS,42,,7,,7,,14,,-1,,24,,55,,8,,47,,54,,0.465,,2,,1,,0,,0,,0,,74,,0.095,
 Gabriel Landeskog,COL,31,,8,,6,,14,,-10,,30,,70,,15,,23,,29,,0.442,,2,,0,,0,,0,,2,,70,,0.114,
 Torrey Mitchell,MON,44,,7,,7,,14,,8,,29,,24,,35,,273,,243,,0.529,,0,,0,,0,,0,,1,,44,,0.159,
 Alex Chiasson,CGY,46,,7,,7,,14,,1,,23,,43,,8,,2,,15,,0.118,,0,,2,,1,,0,,1,,61,,0.115,
 Boone Jenner,COB,42,,8,,6,,14,,-1,,21,,98,,34,,49,,34,,0.59,,0,,1,,1,,0,,1,,99,,0.081,
 Trevor Lewis,LOS,43,,6,,8,,14,,-4,,12,,105,,18,,25,,40,,0.385,,0,,1,,0,,0,,2,,81,,0.074,
 Brian Boyle,TAM,38,,10,,4,,14,,5,,31,,65,,21,,119,,114,,0.511,,3,,2,,0,,0,,0,,65,,0.154,
 Derek Forbort,LOS,43,,2,,11,,13,,7,,40,,91,,92,,1,,0,,1,,0,,0,,0,,0,,0,,47,,0.043,
 Mikkel Boedker,SAN,42,,6,,7,,13,,-3,,8,,35,,17,,3,,9,,0.25,,0,,1,,0,,0,,1,,56,,0.107,
 Dominic Moore,BOS,46,,8,,5,,13,,3,,22,,36,,25,,210,,177,,0.543,,0,,0,,2,,0,,1,,51,,0.157,
 Troy Stecher,VAN,35,,1,,12,,13,,-4,,19,,21,,34,,0,,0,,N/A,,0,,5,,0,,0,,0,,84,,0.012,
 Anton Stralman,TAM,35,,2,,11,,13,,-2,,4,,51,,40,,0,,0,,N/A,,1,,6,,0,,0,,0,,58,,0.034,
 Adam Lowry,WPG,46,,7,,6,,13,,-1,,23,,119,,27,,360,,375,,0.49,,1,,2,,0,,1,,0,,70,,0.1,
 Jori Lehtera,STL,38,,5,,8,,13,,-2,,18,,38,,15,,248,,255,,0.493,,0,,2,,0,,0,,1,,38,,0.132,
 Mikhail Grigorenko,COL,38,,4,,9,,13,,-6,,16,,14,,12,,68,,53,,0.562,,0,,3,,0,,0,,0,,47,,0.085,
 Rene Bourque,COL,39,,9,,4,,13,,-14,,42,,59,,18,,0,,3,,0,,2,,0,,0,,0,,2,,75,,0.12,
 Alex Goligoski,ARI,42,,1,,12,,13,,-14,,10,,57,,78,,0,,0,,N/A,,0,,4,,0,,0,,0,,56,,0.018,
 John Moore,NJD,37,,5,,8,,13,,-6,,33,,31,,38,,0,,0,,N/A,,0,,2,,0,,0,,0,,51,,0.098,
 Austin Czarnik,BOS,42,,5,,8,,13,,-6,,10,,16,,23,,48,,64,,0.429,,0,,3,,0,,0,,1,,58,,0.086,
 Mathieu Perreault,WPG,32,,4,,9,,13,,-13,,18,,46,,10,,97,,90,,0.519,,1,,4,,0,,0,,0,,65,,0.062,
 Dennis Seidenberg,NYI,34,,4,,9,,13,,15,,20,,53,,71,,0,,0,,N/A,,0,,0,,0,,0,,0,,36,,0.111,
 Shane Prince,NYI,32,,5,,8,,13,,-8,,6,,27,,8,,3,,2,,0.6,,1,,1,,0,,0,,2,,48,,0.104,
 Erik Haula,MIN,31,,6,,6,,12,,4,,10,,19,,15,,197,,170,,0.537,,0,,0,,0,,0,,2,,59,,0.102,
 Aaron Ekblad,FLA,45,,7,,5,,12,,-16,,46,,69,,37,,0,,0,,N/A,,2,,2,,0,,0,,2,,150,,0.047,
 Colton Sceviour,FLA,43,,5,,7,,12,,-11,,14,,61,,35,,28,,22,,0.56,,1,,2,,2,,0,,1,,87,,0.057,
 David Savard,COB,42,,2,,10,,12,,21,,26,,71,,71,,0,,0,,N/A,,0,,0,,0,,0,,0,,66,,0.03,
 Jordie Benn,DAL,41,,2,,10,,12,,-2,,20,,33,,79,,0,,0,,N/A,,0,,2,,0,,1,,0,,39,,0.051,
 Michael Matheson,FLA,44,,3,,9,,12,,-4,,18,,40,,60,,1,,0,,1,,0,,1,,0,,0,,0,,99,,0.03,
 Brian Campbell,CHI,43,,4,,8,,12,,5,,12,,28,,49,,0,,0,,N/A,,2,,2,,0,,0,,0,,43,,0.093,
 Sean Couturier,PHI,29,,8,,4,,12,,-4,,18,,18,,18,,253,,238,,0.515,,0,,2,,0,,1,,1,,52,,0.154,
 Andrew Ladd,NYI,41,,8,,4,,12,,-10,,30,,40,,35,,2,,3,,0.4,,1,,0,,0,,0,,1,,64,,0.125,
 Christian Dvorak,ARI,38,,4,,8,,12,,3,,8,,37,,26,,171,,200,,0.461,,0,,1,,0,,0,,0,,28,,0.143,
 Shane Doan,ARI,42,,4,,8,,12,,-5,,30,,64,,17,,75,,87,,0.463,,1,,1,,0,,0,,0,,90,,0.044,
 Brock McGinn,CAR,27,,5,,7,,12,,4,,2,,35,,17,,1,,3,,0.25,,0,,0,,0,,1,,1,,38,,0.132,
 Dennis Wideman,CGY,39,,3,,9,,12,,3,,28,,42,,45,,0,,0,,N/A,,2,,2,,0,,0,,0,,67,,0.045,
 Andrew MacDonald,PHI,37,,2,,10,,12,,-2,,8,,18,,76,,0,,0,,N/A,,0,,0,,0,,0,,0,,26,,0.077,
 Trevor Daley,PIT,37,,3,,9,,12,,5,,27,,18,,62,,0,,0,,N/A,,1,,3,,0,,1,,0,,54,,0.056,
 Jack Johnson,COB,42,,2,,10,,12,,19,,26,,51,,73,,1,,0,,1,,1,,0,,0,,0,,0,,51,,0.039,
 Kevin Labanc,SAN,30,,7,,5,,12,,4,,12,,11,,6,,2,,2,,0.5,,0,,1,,0,,0,,2,,43,,0.163,
 Tim Schaller,BOS,40,,6,,6,,12,,-6,,21,,45,,24,,24,,27,,0.471,,0,,0,,0,,0,,1,,69,,0.087,
 Travis Hamonic,NYI,35,,2,,10,,12,,-14,,49,,43,,75,,0,,0,,N/A,,0,,1,,0,,0,,0,,56,,0.036,
 Jussi Jokinen,FLA,35,,4,,7,,11,,-10,,23,,9,,19,,34,,42,,0.447,,1,,2,,0,,0,,2,,64,,0.063,
 Tom Pyatt,OTT,41,,6,,5,,11,,2,,10,,22,,52,,12,,17,,0.414,,0,,0,,0,,1,,1,,51,,0.118,
 Brett Pesce,CAR,43,,2,,9,,11,,14,,8,,34,,76,,0,,0,,N/A,,0,,1,,0,,0,,0,,54,,0.037,
 Tyler Pitlick,EDM,31,,8,,3,,11,,0,,6,,70,,13,,8,,7,,0.533,,0,,0,,0,,0,,1,,54,,0.148,
 Niklas Hjalmarsson,CHI,44,,5,,6,,11,,5,,10,,18,,104,,0,,0,,N/A,,0,,0,,0,,0,,0,,42,,0.119,
 Austin Watson,NAS,39,,4,,7,,11,,11,,46,,76,,31,,1,,4,,0.2,,0,,0,,0,,1,,0,,45,,0.089,
 Chris Stewart,MIN,41,,8,,3,,11,,-1,,51,,47,,11,,1,,4,,0.2,,0,,1,,0,,0,,0,,40,,0.2,
 Nikolay Kulemin,NYI,39,,5,,6,,11,,0,,6,,45,,25,,9,,4,,0.692,,0,,0,,0,,0,,1,,42,,0.119,
 Scott Wilson,PIT,39,,5,,6,,11,,-5,,4,,93,,14,,1,,0,,1,,0,,0,,0,,0,,1,,71,,0.07,
 Anthony Beauvillier,NYI,28,,4,,7,,11,,3,,6,,31,,11,,21,,24,,0.467,,0,,0,,0,,0,,0,,33,,0.121,
 Jarome Iginla,COL,41,,5,,6,,11,,-11,,50,,43,,12,,10,,6,,0.625,,2,,4,,0,,0,,0,,86,,0.058,
 Calle Jarnkrok,NAS,43,,6,,5,,11,,-4,,8,,25,,10,,192,,224,,0.462,,0,,0,,1,,0,,1,,61,,0.098,
 Johan Larsson,BUF,36,,6,,5,,11,,-7,,20,,33,,23,,261,,272,,0.49,,1,,0,,0,,0,,2,,49,,0.122,
 Nick Cousins,PHI,36,,4,,7,,11,,-4,,21,,40,,12,,72,,108,,0.4,,1,,1,,0,,0,,0,,49,,0.082,
 Nate Schmidt,WAS,35,,1,,10,,11,,11,,12,,29,,18,,0,,0,,N/A,,0,,0,,0,,0,,0,,37,,0.027,
 Chris Tierney,SAN,43,,3,,8,,11,,-5,,0,,22,,26,,218,,238,,0.478,,0,,0,,1,,1,,1,,41,,0.073,
 Daniel Winnik,WAS,32,,6,,5,,11,,11,,17,,13,,20,,4,,7,,0.364,,0,,0,,1,,0,,2,,38,,0.158,
 Zdeno Chara,BOS,40,,3,,8,,11,,10,,36,,66,,83,,0,,0,,N/A,,0,,1,,0,,0,,0,,61,,0.049,
 Micheal Ferland,CGY,44,,5,,6,,11,,-7,,19,,87,,15,,0,,4,,0,,2,,1,,0,,0,,0,,52,,0.096,
 Radko Gudas,PHI,34,,2,,9,,11,,-1,,47,,132,,84,,0,,0,,N/A,,0,,1,,0,,0,,0,,56,,0.036,
 Ondrej Kase,ANA,29,,4,,7,,11,,-1,,12,,21,,10,,1,,3,,0.25,,0,,0,,0,,0,,2,,49,,0.082,
 Luke Glendening,DET,43,,1,,10,,11,,-9,,18,,103,,44,,185,,155,,0.544,,0,,1,,0,,0,,0,,54,,0.019,
 Chris VandeVelde,PHI,45,,5,,6,,11,,-7,,10,,60,,32,,17,,16,,0.515,,0,,0,,0,,0,,0,,42,,0.119,
 Matt Read,PHI,33,,6,,5,,11,,-1,,4,,51,,18,,3,,8,,0.273,,2,,0,,0,,0,,0,,47,,0.128,
 Marc-Edouard Vlasic,SAN,38,,3,,8,,11,,2,,31,,12,,80,,0,,0,,N/A,,1,,3,,0,,0,,2,,67,,0.045,
 Ben Hutton,VAN,41,,4,,7,,11,,-12,,18,,27,,66,,0,,0,,N/A,,1,,5,,0,,0,,1,,71,,0.056,
 Drew Stafford,WPG,31,,4,,7,,11,,-1,,10,,28,,1,,2,,8,,0.2,,2,,1,,0,,0,,1,,52,,0.077,
 Erik Johnson,COL,23,,1,,10,,11,,-2,,4,,44,,62,,0,,0,,N/A,,0,,5,,0,,0,,0,,47,,0.021,
 Thomas Hickey,NYI,41,,3,,8,,11,,1,,12,,52,,68,,0,,0,,N/A,,0,,1,,0,,0,,1,,49,,0.061,
 Toby Enstrom,WPG,43,,1,,10,,11,,-3,,30,,16,,61,,0,,0,,N/A,,0,,6,,1,,0,,0,,37,,0.027,
 Jamie McGinn,ARI,37,,7,,4,,11,,-6,,19,,70,,10,,0,,1,,0,,0,,1,,0,,0,,2,,69,,0.101,
 Michael Raffl,PHI,35,,8,,3,,11,,1,,18,,60,,11,,2,,3,,0.4,,0,,0,,0,,0,,3,,51,,0.157,
 Ron Hainsey,CAR,43,,2,,8,,10,,-5,,15,,59,,73,,0,,0,,N/A,,0,,0,,1,,0,,0,,46,,0.043,
 Vinnie Hinostroza,CHI,36,,4,,6,,10,,-5,,10,,23,,17,,67,,100,,0.401,,0,,0,,0,,0,,1,,60,,0.067,
 Kevin Klein,NYR,40,,0,,10,,10,,4,,15,,91,,91,,0,,0,,N/A,,0,,1,,0,,1,,0,,36,,0,
 Josh Manson,ANA,45,,1,,9,,10,,4,,52,,115,,44,,0,,0,,N/A,,0,,0,,0,,1,,0,,45,,0.022,
 Brian Flynn,MON,33,,6,,4,,10,,6,,4,,12,,20,,62,,69,,0.473,,0,,0,,0,,0,,0,,36,,0.167,
 Alan Quine,NYI,31,,3,,7,,10,,1,,2,,46,,14,,131,,123,,0.516,,1,,0,,0,,0,,1,,43,,0.07,
 Matt Hunwick,TOR,33,,0,,10,,10,,6,,8,,50,,50,,0,,0,,N/A,,0,,0,,0,,0,,0,,33,,0,
 Zack Kassian,EDM,42,,2,,8,,10,,-3,,72,,94,,8,,2,,1,,0.667,,0,,0,,0,,0,,0,,64,,0.031,
 Melker Karlsson,SAN,36,,4,,6,,10,,7,,8,,35,,33,,0,,4,,0,,0,,0,,0,,0,,0,,33,,0.121,
 Lars Eller,WAS,41,,4,,6,,10,,2,,26,,34,,12,,206,,227,,0.476,,0,,0,,0,,0,,0,,59,,0.068,
 Dwight King,LOS,43,,5,,5,,10,,2,,6,,62,,16,,4,,7,,0.364,,0,,0,,0,,0,,1,,61,,0.082,
 Pavel Buchnevich,NYR,12,,4,,6,,10,,4,,4,,3,,3,,1,,1,,0.5,,1,,2,,0,,0,,0,,21,,0.19,
 Kyle Brodziak,STL,42,,6,,4,,10,,-3,,23,,36,,26,,148,,166,,0.471,,0,,0,,0,,0,,1,,36,,0.167,
 Nic Petan,WPG,25,,1,,9,,10,,-3,,6,,7,,6,,80,,92,,0.465,,0,,6,,0,,0,,0,,28,,0.036,
 Michael Del Zotto,PHI,28,,4,,6,,10,,-8,,14,,102,,57,,0,,0,,N/A,,0,,0,,0,,0,,0,,51,,0.078,
 Lukas Sedlak,COB,40,,4,,6,,10,,8,,12,,42,,15,,124,,130,,0.488,,0,,0,,0,,0,,0,,34,,0.118,
 Derek MacKenzie,FLA,45,,4,,6,,10,,1,,23,,108,,24,,221,,215,,0.507,,0,,0,,0,,2,,0,,55,,0.073,
 Carl Soderberg,COL,41,,4,,6,,10,,-8,,18,,24,,29,,223,,210,,0.515,,1,,0,,0,,0,,0,,84,,0.048,
 Marcus Kruger,CHI,39,,2,,8,,10,,5,,18,,15,,30,,235,,226,,0.51,,0,,0,,0,,0,,0,,43,,0.047,
 Marko Dano,WPG,28,,3,,7,,10,,2,,8,,63,,10,,1,,3,,0.25,,2,,0,,0,,0,,0,,31,,0.097,
 Viktor Stalberg,CAR,42,,7,,3,,10,,-1,,27,,81,,11,,0,,3,,0,,0,,0,,1,,0,,2,,56,,0.125,
 Zemgus Girgensons,BUF,42,,5,,5,,10,,-6,,4,,58,,14,,125,,129,,0.492,,0,,0,,0,,0,,0,,67,,0.075,
 Dan Hamhuis,DAL,42,,1,,8,,9,,4,,8,,51,,54,,0,,0,,N/A,,1,,0,,0,,2,,0,,49,,0.02,
 Luca Sbisa,VAN,44,,1,,8,,9,,6,,28,,70,,64,,0,,0,,N/A,,0,,0,,0,,0,,0,,39,,0.026,
 Nikita Nesterov,TAM,30,,2,,7,,9,,2,,18,,48,,15,,0,,0,,N/A,,1,,0,,0,,0,,0,,38,,0.053,
